Subject,MTurk,Type,Condition,Item,WordNo,Word,Foil,CorrectChoice,RT
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,burnin_1,NULL,16,her,has,yes,621
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,burnin_1,NULL,17,office.,taught.,yes,534
1674525696,d51f078e27de297720f590b92a718699,QuestionAlt,burnin_1,NULL,Did Celia call Angelique?,Yes,1,,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,0,I,x-x-x,yes,613
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,1,think,apart,yes,523
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,2,he,cry,yes,428
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,3,said,when,yes,388
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,4,it,asks,yes,482
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,5,is,al,yes,653
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,6,the,hall,yes,619
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,7,windows,recover,yes,2226
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,8,that,mine,yes,541
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,9,will,ago,yes,761
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,10,be,of,yes,973
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,11,on,whom,yes,1218
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,12,sale,cook,yes,557
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,13,during,minute,yes,569
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,14,the,unit,yes,425
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,15,opening%2C,imagines%2C,yes,693
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,16,but,ago,yes,747
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,17,you,tow,yes,904
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,18,should,bigger,yes,804
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,15,19,check.,types.,yes,990
1674525696,d51f078e27de297720f590b92a718699,QuestionAlt,prime_assoc_noalt,15,Did a new hardware store open up on Front Street?,Yes,1,,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,0,I,x-x-x,yes,443
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,1,think,door,yes,386
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,2,I,are,yes,475
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,3,heard,comes,yes,520
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,4,it,be,yes,1755
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,5,was,arms,yes,695
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,6,newspapers,understands,no,3603
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,7,that,ask,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,8,they,cell,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,9,stopped,digital,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,10,selling,kingdom,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,11,at,ohm,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,12,the,goes,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,13,corner,speaks,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,14,store%2C,worry%2C,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,15,but,rule,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,16,you,sun,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,17,should,braver,no,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,6,18,check.,adults.,no,
1674525696,d51f078e27de297720f590b92a718699,QuestionAlt,prime_nonassoc_alt,6,Is speaker 1 asking about the pharmacy?,No,1,,
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,0,I,x-x-x,yes,405
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,1,think,sits,yes,780
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,2,he,are,yes,419
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,3,said,cart,yes,509
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,4,it,are,yes,511
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,5,was,mid,yes,440
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,6,the,been,yes,995
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,7,pizza,sells,yes,1276
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,8,that,glad,yes,699
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,9,he,nor,yes,468
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,10,already,comment,yes,774
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,11,served%2C,senate%2C,yes,731
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,12,but,hill,yes,471
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,13,we,fool,yes,748
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,14,should,annual,yes,596
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,15,ask,nor,yes,588
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,16,him,link,yes,759
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,17,when,lake,yes,584
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,18,he,wall,yes,655
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,19,comes,royal,yes,676
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_nonassoc_alt,42,20,back.,fund.,yes,848
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,0,I,x-x-x,yes,402
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,1,think,queen,yes,466
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,2,it,are,yes,1858
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,3,was,call,yes,665
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,4,sleet,could,yes,4436
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,5,that,paw,yes,670
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,6,my,do,yes,728
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,7,mom,were,yes,558
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,8,was,how,yes,953
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,9,cleaning,semester,yes,990
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,10,up,he,yes,522
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,11,when,goofy,yes,614
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,12,she,gain,yes,430
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,13,hurt,fund,yes,461
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,14,her,goes,yes,506
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,15,shoulder%2C,decrease%2C,yes,715
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,16,but,tax,yes,585
1674525696,d51f078e27de297720f590b92a718699,SubHtmlFlash,prime_assoc_noalt,3,17,I&apos;m,al,yes,614
